text,aspect,label
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery,0
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",software,0
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",design,2
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",software,2
Theres a built in camera with special effects- for video and photography.,camera,2
All for such a great price.,price,2
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,design,0
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,price,1
It has good speed and plenty of hard drive space.,performance,2
It has good speed and plenty of hard drive space.,storage,2
Clear picture on it and everything.,camera,2
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,2
"Screen is awesome, battery life is good.",display,2
"Screen is awesome, battery life is good.",battery,2
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,design,2
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,camera,0
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,0
"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",design,2
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,1
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,2
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",design,2
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",software,2
Excellent speed for processing data.,performance,2
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",software,2
I was taught to use Photoshop and was amazed.,camera,2
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",storage,0
"The driver updates don't fix the issue, very frustrating.",software,0
I will never go back to Windows!,software,0
It works really well.,software,2
"Bigger HD, better graphics card, and a bid HD.",storage,2
"Bigger HD, better graphics card, and a bid HD.",storage,2
The built in camera is very useful when chatting with other techs in remote buildings on our campus.,camera,2
It works fine with our wireless and they've had not problems.,software,2
But you must get the 15 inch.,design,2
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",display,2
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",software,2
  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,design,0
It's a great product for a great price!,price,2
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,2
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,2
Keyboard good sized and wasy to use.,design,2
Keyboard good sized and wasy to use.,software,2
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",camera,0
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,storage,0
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,software,2
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,software,1
"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",design,0
"  Only a few days after I received the computer back, the screen froze again.",display,0
It is not ideal for children because of the temp.,battery,0
Although i do believe that Windows operating system may be to fault for some of the problems.,software,0
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",software,2
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",performance,2
  The lcd screen stopped working on mine after 10 months.,display,0
Images are crisp and clean.,camera,2
although its windows vista compared to windows xp sucks.,software,0
although its windows vista compared to windows xp sucks.,software,2
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",software,0
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",software,0
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",software,0
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",storage,2
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,storage,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,design,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,design,0
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,2
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",software,2
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",camera,2
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",battery,2
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,software,0
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",design,1
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,1
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",performance,1
"It has plenty of memory, lots of hard drive, and great graphics.",storage,2
"It has plenty of memory, lots of hard drive, and great graphics.",storage,2
"It has plenty of memory, lots of hard drive, and great graphics.",camera,2
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,software,2
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",design,0
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",display,1
Design: very durable.,design,2
It is easy to go from one keyboard to another.,design,1
Has a 5-6 hour battery life.,battery,1
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,display,0
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,display,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",software,1
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",camera,1
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",software,2
Not to mention it has shit gigs.,storage,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",storage,1
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",display,1
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",storage,2
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",camera,2
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",camera,2
"Quality Display  I love HP,, it's the only computer/printer we will buy.",camera,2
"Despite the inconvenient weight, I opted for the 12 cell battery.",battery,2
The case is carved out of a single block of aluminum.,design,1
     First it burned or fused the power adapter plug.,charging,0
"It was still working, but there was nothing on the screen.",display,0
I bought this laptop and found its TAB is not functioning.,display,0
"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",display,0
"Navigation through the computer is far superior compared to Windows operating systems, as well.",software,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",display,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",display,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,2
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",camera,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",camera,0
The much lauded combined touch pad and clicker is a nightmare.,design,0
"The Unibody construction is solid, sleek and beautiful.",design,2
This MacBook is an outstanding product with great value.,price,2
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,software,0
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,design,0
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,battery,0
and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,2
and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,1
"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",software,0
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,charging,0
"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",design,0
"the key bindings take a little getting used to, but have loved the Macbook Pro.",design,0
Keyboard is reasonable size.,design,2
Keyboard is reasonable size.,design,2
I find myself using the 10-key more than I thought I would.,design,2
Fan noise: The fan made a constant hissing noise in the background.,battery,0
Fan noise: The fan made a constant hissing noise in the background.,battery,0
"The screen is bright and clear, the operating system is solid and friendly to a novice.",display,2
"The screen is bright and clear, the operating system is solid and friendly to a novice.",software,2
It has a .1 ghz faster processor and a stock 500gb hard drive.,performance,2
It has a .1 ghz faster processor and a stock 500gb hard drive.,storage,2
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",design,2
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",display,2
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",software,1
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",software,1
But if you're willing to pay another 200 dollar for a windows disc.,storage,1
Very good quality and well made.,camera,2
"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",design,2
It had the full sized touch pad with 2 buttons instead of just one.,design,1
"The only thing that can be updated is the video, other than that you're all set.",camera,0
Its a good laptop for its value.,price,2
Then the hard drive failed;,storage,0
"Plain and simple, it(laptop) runs great and loads fast.",battery,2
The capabilities using that program alone made me want a Mac.,software,2
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",storage,1
This is a great value for the money.,price,2
The battery has never worked well.,battery,0
The only problem is a lack of screen resolutions!,display,0
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,design,0
"It has many great programs, such as ILife, iPhotos and others.",software,2
"It has many great programs, such as ILife, iPhotos and others.",camera,2
"The processor went on me, the fan went and the motherboard went.",performance,0
"The processor went on me, the fan went and the motherboard went.",battery,0
"The processor went on me, the fan went and the motherboard went.",performance,0
It is very well built.,design,2
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,2
The screen resolution was exactly what I was looking for.,display,2
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",performance,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",software,0
There is no number pad to the right of the keyboard which is a bummer.,design,0
There is no number pad to the right of the keyboard which is a bummer.,design,0
After 20-30 min the screen of the notebook switched off.,display,0
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",software,2
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",software,2
10 hours of battery life is really something else....,battery,2
Runs fast and the regular layout keyboard is so much better.,design,2
Runs fast and the regular layout keyboard is so much better.,battery,2
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",software,2
I reinstalled windows through the recovery discs and everything seemed good again.,software,2
I reinstalled windows through the recovery discs and everything seemed good again.,storage,2
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",performance,2
I love to write and play with graphics and html programming and my new Toshiba works great on both!,software,2
My laptop now has no battery.,battery,0
It made the computer much easier to use and navigate.,software,2
":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery,0
"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,0
in May I started having problems with the USB ports not working.,design,0
10 plus hours of battery...,battery,2
"The design is awesome, quality is unprecedented.",design,2
"The design is awesome, quality is unprecedented.",camera,2
"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",performance,2
"the touch pad is fine - again, it's a real touch pad.",design,2
"the touch pad is fine - again, it's a real touch pad.",design,2
The pictures are clear as can be.,camera,2
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,software,2
"The flaws are, this computer is not for computer gamers because of the OS X.",software,0
  I was also able to install and use my Photoshop and AfterEffects programs easily.,camera,2
It's perfect for everything and runs faster than an average pc!,battery,2
I'm already hooked on the sleek look and dependability that this laptop has shown.,design,2
"I've owned this labtop for less then two months, already the mouse button has broke.",design,0
"It did fairly well, other than it's poor performance, overheating and occational blue screen.",performance,0
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",design,2
tons of bloatware and junk programs.,software,0
lots of extra space but the keyboard is ridiculously small.,storage,2
lots of extra space but the keyboard is ridiculously small.,design,0
It's so bad that I'm thinking I only got half a battery or something.,battery,0
"Good keyboard, long battery life, largest hard drive and windows 7.",design,2
"Good keyboard, long battery life, largest hard drive and windows 7.",battery,2
"Good keyboard, long battery life, largest hard drive and windows 7.",storage,2
"Good keyboard, long battery life, largest hard drive and windows 7.",software,2
The processor is very quick and effective as I load webpages and applications.,performance,2
The processor is very quick and effective as I load webpages and applications.,software,1
The processor is very quick and effective as I load webpages and applications.,performance,2
My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,battery,0
"It pretty much does everything we could ever need, and looks great to boot.",performance,2
"As a lifelong Windows user, I was extremely pleased to make the change to Mac.",software,0
"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.",battery,2
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",price,2
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",camera,0
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",performance,0
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",battery,2
"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.",software,2
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,design,0
Pay attention to the specs if you want these options.,performance,1
Sure it has the one touch keys but that was the best feature of the computer.,design,2
great battery life.,battery,2
The real stand out on this computer is the feel of the keyboard and it's speed.,design,2
The real stand out on this computer is the feel of the keyboard and it's speed.,performance,2
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",performance,2
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",price,2
Love the stability of the Mac software and operating system.,software,2
Love the stability of the Mac software and operating system.,software,2
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,camera,2
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,performance,0
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,camera,1
My main reason to convert was the imovie program.,software,2
It has a faster processor and more ram.,performance,2
It has a faster processor and more ram.,storage,2
"Laptops are usually used on the go, so why not give you a better battery?",battery,0
I wasn't a big fan of the Netbooks but this one was very well designed.,design,2
Keyboard is great but primary and secondary control buttons could be more durable.,design,2
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",performance,0
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",performance,0
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,1
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,1
"They say it could be the motherboard again, but Dell",performance,0
"Love the speed, especially!",performance,2
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,storage,0
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",software,2
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",software,2
"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",performance,2
Awesome laptop and the perfect size to carry around in college.,design,2
" A MONTH LATER, we reinstall the OS (Vista).",software,0
"Some problems can be fixed if you purchase new software, but there is no guarentee.",software,0
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery,0
The battery life is also relatively good.,battery,2
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",software,2
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",software,2
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",software,2
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",software,2
Memory is upgradable.,storage,2
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,display,2
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,design,1
As well as having the plug in the computer come loose.,charging,0
Second HDD cover has walls inside that need to be broken if you what to install one.,storage,1
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,software,1
Great product by Apple with the new great looking design.,design,2
I love the keyboard.,design,2
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",software,2
I will have to purchase Spy ware or Nortell for privacy protection.,software,1
For the price and what I get out of it has exceeded my expectations.,price,2
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",software,0
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,design,1
"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.",software,2
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",display,0
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",display,0
iPhotos is an excellent program for storing and organizing photos.,camera,2
iPhotos is an excellent program for storing and organizing photos.,software,2
Other than that its a great performing machine and well meets all my needs and more.,performance,2
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,0
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,0
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",performance,0
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",software,2
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",camera,2
"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,1
Comfterbale to use light easy to transport.,software,2
I thought the price was great for the specs.,price,2
I thought the price was great for the specs.,performance,2
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,storage,0
"So, the hard disk capacity really doesn't matter to me.",storage,1
Keys stick periodically and I havent had the laptop for 45 days yet.,price,0
I also like that you can scroll down in a window using two fingers on the trackpad.,design,2
Everything from the design to the OS is simple and to the point.,design,2
Everything from the design to the OS is simple and to the point.,software,2
I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,price,0
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,performance,2
This just keeps having it's hard drive replaced!,storage,0
"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",price,0
Very fast boot up and shut down.,performance,2
I finally decided on this laptop because it was the right price for what I need it.,price,2
"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.",price,2
Then it ceased charging at all.,charging,0
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",design,0
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",battery,0
"*=Webcam is a bit laggy, not the greatest.",camera,0
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,design,0
Wonderful sleek case design is only on the outside.,design,2
It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,design,1
The pricing is very competitive.,price,2
This computer is exceptionally thin for it's screen size and processing power.,display,2
This computer is exceptionally thin for it's screen size and processing power.,performance,2
I have not had a problem with the applications quitting or freezing.,software,2
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",display,0
This wiped out several programs that were installed on the computer when it was bought.,software,0
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",camera,2
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",camera,1
"I have Vista, so I am unable to install and uninstall  some programs.",software,0
"I have Vista, so I am unable to install and uninstall  some programs.",software,0
"I have Vista, so I am unable to install and uninstall  some programs.",software,0
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",display,2
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",design,2
the mouse jumps around all the time and it clicks stuff i dont want it too.,design,0
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",software,2
The macbooks are small enough to be very portable yet hold tons of information and performance.,performance,2
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,software,0
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,price,0
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",software,0
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,software,1
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,software,1
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,software,1
The mousepad is a huge pain in the arse!,design,0
"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",software,1
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",software,1
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",software,1
"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.",storage,1
Registration/1st use is easy.,software,2
  This time the mouse pad and right click key wouldn't work!,design,0
The first full charge of this battery got me only about 2 full hours.,battery,0
The first full charge of this battery got me only about 2 full hours.,charging,0
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",battery,2
They only stay charged a little over an hour.,charging,0
Keyboard could use some trimming.,design,0
Its white color is stylish for college students and easy to take to carry and take to classes.,design,2
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",design,0
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",design,0
I took off a star because the machine has a lot of junk software on it.,software,0
"With what I do know how to do, the computer works beautiful.",software,2
Tried to make a recovey disk wouldnt get passed the first recovery disk.,storage,0
Tried to make a recovey disk wouldnt get passed the first recovery disk.,storage,0
"Most everything is fine with this machine: speed, capacity, build.",performance,2
"Most everything is fine with this machine: speed, capacity, build.",storage,2
"Most everything is fine with this machine: speed, capacity, build.",design,2
"For the same price, you get a lot more in the Asus....1920x1080 res.",price,0
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",design,2
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",battery,2
It is in the best condition and has a really high quality.,camera,2
  However the frozen screens kept happening.,display,0
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",storage,0
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",software,0
The LED backlit display makes my pictures pop so much more.,display,2
"Apple is always great about the aesthetics of things, they always come up with good looking products.",design,2
Runs smooth and quick.,battery,2
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,display,1
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery,1
The graphics are great.,camera,2
"The big screen allows you to enjoy watching movies , pictures and etc!",display,2
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",charging,0
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",design,1
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",design,0
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",camera,0
For the [$] price (special offer) this is a great laptop.,price,2
What I'd like is for the laptop to run well without having to purchase additional memory.,storage,0
It works exactly like it did the day I took it out of the box.,software,2
"It is fast booting up , shutting down, and connection with the internet.",performance,2
The battery life is great.,battery,2
  They replaced my hard drive as well as my mother board.,storage,1
There is nothing to complain about the system.,software,2
and it comes with the new OSX that comes with new features that makes the use more easy.,software,2
and it comes with the new OSX that comes with new features that makes the use more easy.,software,2
"Now the screen is going darker, darker, darker.",display,0
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,price,0
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,design,0
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,price,0
"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,0
Great pick for portability and affordability.,design,2
Great pick for portability and affordability.,price,2
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",design,2
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",performance,2
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,design,2
The only thing is that the battery won't last more than 1/2 an hour.,battery,0
The keyboard has a wonderful nature feel.,design,2
